"CP"|"CODE"
"23190"|"23113"
"23170"|"23114"
"23260"|"23115"
"23700"|"23116"
"23800"|"23117"
"23150"|"23118"
"23260"|"23119"
"23600"|"23120"
"23220"|"23121"
"23400"|"23122"
"23700"|"23123"
"23210"|"23124"
"23100"|"23125"
"23400"|"23126"
"23190"|"23127"
"23150"|"23128"
"23260"|"23129"
"23360"|"23130"
"23420"|"23131"
"23320"|"23132"
"23400"|"23133"
"23460"|"23134"
"23220"|"23136"
"23210"|"23137"
"23150"|"23138"
"23220"|"23139"
"23200"|"23140"
"23800"|"23141"
"23200"|"23142"
"23300"|"23143"
"23500"|"23144"
"23170"|"23145"
"23600"|"23146"
"23360"|"23147"
"23350"|"23148"
"23140"|"23149"
"23000"|"23150"
"23130"|"23151"
"23130"|"23152"
"23140"|"23154"
"23250"|"23155"
"23260"|"23156"
"23250"|"23157"
"23500"|"23158"
"23130"|"23159"
"23110"|"23160"
"23140"|"23161"
"23270"|"23162"
"23700"|"23164"
"23460"|"23165"
"23800"|"23166"
"23110"|"23167"
"23250"|"23168"
"23000"|"23169"
"23000"|"23170"
"23700"|"23171"
"23190"|"23172"
"23250"|"23173"
"23600"|"23174"
"23150"|"23175"
"23300"|"23176"
"23300"|"23177"
"23260"|"23178"
"23200"|"23179"
"23200"|"23180"
"23400"|"23181"
"23200"|"23182"
"23480"|"23183"
"23260"|"23184"
"23130"|"23185"
"23000"|"23186"
"23130"|"23187"
"23270"|"23188"
"23400"|"23189"
"23190"|"23190"
"23000"|"23191"
"23290"|"23192"
"23000"|"23193"
"23500"|"23194"
"23000"|"23195"
"23500"|"23196"
"23250"|"23197"
"23500"|"23198"
"23160"|"23199"
"23430"|"23200"
"23150"|"23201"
"23250"|"23202"
"23110"|"23203"
"23130"|"23204"
"23400"|"23205"
"23000"|"23206"
"23300"|"23207"
"23000"|"23208"
"23130"|"23209"
"23200"|"23210"
"23200"|"23211"
"23460"|"23212"
"23600"|"23213"
"23150"|"23214"
"23100"|"23215"
"23460"|"23216"
"23430"|"23217"
"23260"|"23218"
"23300"|"23219"
"23200"|"23220"
"23100"|"23221"
"23480"|"23222"
"23400"|"23223"
"23100"|"23224"
"23260"|"23225"
"23260"|"23226"
"23400"|"23227"
"23200"|"23228"
"23150"|"23229"
"23430"|"23230"
"23290"|"23231"
"23460"|"23232"
"23600"|"23233"
"23110"|"23234"
"23300"|"23235"
"23240"|"23236"
"23400"|"23237"
"23500"|"23238"
"23160"|"23239"
"23600"|"23240"
"23190"|"23241"
"23320"|"23242"
"23140"|"23243"
"23800"|"23244"
"23000"|"23245"
"23480"|"23246"
"23320"|"23247"
"23000"|"23248"
"23460"|"23249"
"23150"|"23250"
"23170"|"23251"
"23350"|"23252"
"23250"|"23253"
"23600"|"23254"
"23230"|"23255"
"23120"|"23257"
"23300"|"23258"
"23170"|"23259"
"23250"|"23260"
"23170"|"23261"
"23140"|"23262"
"23800"|"23263"
"23340"|"23264"
"23260"|"23265"
"23260"|"23266"
"24300"|"24001"
"24460"|"24002"
"24210"|"24004"
"24480"|"24005"
"24220"|"24006"
"24600"|"24007"
"24270"|"24008"
"24160"|"24009"
"24430"|"24010"
"24420"|"24011"
"24590"|"24012"
"24750"|"24013"
"24290"|"24014"
"24260"|"24015"
"24300"|"24016"
"24290"|"24018"
"24210"|"24019"
"24210"|"24020"
"24390"|"24021"
"24150"|"24022"
"24150"|"24023"
"24560"|"24024"
"24210"|"24025"
"24330"|"24026"
"24150"|"24027"
"24440"|"24028"
"24400"|"24029"
"24120"|"24030"
"24140"|"24031"
"24400"|"24032"
"24340"|"24033"
"24140"|"24034"
"24170"|"24035"
"24220"|"24036"
"24100"|"24037"
"24320"|"24038"
"24550"|"24039"
"24220"|"24040"
"24220"|"24041"
"24310"|"24042"
"24540"|"24043"
"24330"|"24044"
"24560"|"24045"
"24390"|"24046"
"24640"|"24047"
"24230"|"24048"
"24590"|"24050"
"24130"|"24051"
"24480"|"24052"
"24750"|"24053"
"24560"|"24054"
"24310"|"24055"
"24300"|"24056"
"24320"|"24057"
"24600"|"24058"
"24400"|"24059"
"24150"|"24060"
"24110"|"24061"
"24320"|"24062"
"24250"|"24063"
"24310"|"24064"
"24380"|"24065"
"24210"|"24066"
"24260"|"24067"
"24480"|"24068"
"24350"|"24069"
"24360"|"24070"
"24360"|"24071"
"24150"|"24073"
"24370"|"24074"
"24550"|"24075"
"24260"|"24076"
"24140"|"24077"
"24530"|"24079"
"24540"|"24080"
"24370"|"24081"
"24200"|"24082"
"24610"|"24083"
"24170"|"24084"
"24120"|"24085"
"24250"|"24086"
"24220"|"24087"
"24150"|"24088"
"24370"|"24089"
"24600"|"24090"
"24250"|"24091"
"24380"|"24092"
"24320"|"24093"
"24380"|"24094"
"24800"|"24095"
"24530"|"24096"
"24320"|"24097"
"24750"|"24098"
"24340"|"24099"
"24360"|"24100"
"24470"|"24101"
"24650"|"24102"
"24640"|"24103"
"24190"|"24104"
"24320"|"24105"
"24290"|"24106"
"24530"|"24107"
"24350"|"24108"
"24320"|"24109"
"24320"|"24110"
"24300"|"24111"
"24390"|"24113"
"24600"|"24114"
"24460"|"24115"
"24120"|"24116"
"24120"|"24117"
"24410"|"24118"
"24320"|"24119"
"24390"|"24120"
"24640"|"24121"
"24170"|"24122"
"24140"|"24123"
"24160"|"24124"
"24560"|"24126"
"24120"|"24127"
"24600"|"24128"
"24530"|"24129"
"24570"|"24130"
"24300"|"24131"
"24560"|"24132"
"24450"|"24133"
"24800"|"24134"
"24750"|"24135"
"24390"|"24136"
"24420"|"24137"
"24660"|"24138"
"24430"|"24139"
"24520"|"24140"
"24320"|"24141"
"24220"|"24142"
"24150"|"24143"
"24350"|"24144"
"24100"|"24145"
"24380"|"24146"
"24640"|"24147"
"24240"|"24148"
"24250"|"24150"
"24170"|"24151"
"24250"|"24152"
"24120"|"24153"
"24350"|"24154"
"24140"|"24155"
"24330"|"24156"
"24190"|"24157"
"24270"|"24158"
"24410"|"24159"
"24380"|"24160"
"24400"|"24161"
"24420"|"24162"
"24360"|"24163"
"24160"|"24164"
"24700"|"24165"
"24330"|"24166"
"24500"|"24167"
"24560"|"24168"
"24460"|"24170"
"24800"|"24171"
"24620"|"24172"
"24290"|"24174"
"24290"|"24175"
"24560"|"24176"
"24560"|"24177"
"24410"|"24178"
"24120"|"24179"
"24450"|"24180"
"24240"|"24181"
"24130"|"24182"
"24580"|"24183"
"24250"|"24184"
"24500"|"24186"
"24210"|"24188"
"33220"|"24189"
"24380"|"24190"
"24130"|"24191"
"24210"|"24192"
"24240"|"24193"
"24680"|"24194"
"24540"|"24195"
"24160"|"24196"
"24130"|"24197"
"24310"|"24198"
"24320"|"24199"
"24350"|"24200"
"24390"|"24202"
"24340"|"24203"
"24120"|"24204"
"24110"|"24205"
"24170"|"24206"
"24250"|"24207"
"24380"|"24208"
"24300"|"24209"
"24390"|"24210"
"24400"|"24211"
"24560"|"24212"
"24140"|"24213"
"24300"|"24214"
"24590"|"24215"
"24410"|"24216"
"24260"|"24217"
"24630"|"24218"
"24440"|"24219"
"24380"|"24220"
"24340"|"24221"
"24130"|"24222"
"24150"|"24223"
"24520"|"24224"
"24680"|"24225"
"24230"|"24226"
"24270"|"24227"
"24150"|"24228"
"24570"|"24229"
"24170"|"24230"
"24540"|"24231"
"24550"|"24232"
"24130"|"24233"
"24400"|"24234"
"24340"|"24235"
"24110"|"24236"
"24100"|"24237"
"24800"|"24238"
"24460"|"24239"
"24510"|"24240"
"24210"|"24241"
"24520"|"24242"
"24350"|"24243"
"24540"|"24244"
"24550"|"24245"
"24130"|"24246"
"24320"|"24247"
"24300"|"24248"
"24620"|"24249"
"24110"|"24251"
"24200"|"24252"
"24340"|"24253"
"24220"|"24254"
"24620"|"24255"
"24430"|"24256"
"24540"|"24257"
"24750"|"24258"
"24140"|"24259"
"24150"|"24260"
"24260"|"24261"
"24420"|"24262"
"24550"|"24263"
"24700"|"24264"
"24350"|"24266"
"24240"|"24267"
"24220"|"24268"
"24450"|"24269"
"24330"|"24270"
"24470"|"24271"
"24610"|"24272"
"24480"|"24273"
"24240"|"24274"
"24240"|"24276"
"24130"|"24277"
"24560"|"24278"
"24560"|"24279"
"24540"|"24280"
"24440"|"24281"
"24560"|"24282"
"24340"|"24283"
"24210"|"24284"
"24140"|"24285"
"24350"|"24286"
"24560"|"24287"
"24230"|"24288"
"24230"|"24289"
"24440"|"24290"
"24290"|"24291"
"24610"|"24292"
"24170"|"24293"
"24700"|"24294"
"24110"|"24295"
"24520"|"24296"
"24700"|"24297"
"24220"|"24298"
"24400"|"24299"
"24250"|"24300"
"24590"|"24301"
"24390"|"24302"
"24320"|"24303"
"24800"|"24304"
"24800"|"24305"
"24230"|"24306"
"24440"|"24307"
"24460"|"24308"
"24190"|"24309"
"24440"|"24310"
"24300"|"24311"
"24660"|"24312"
"24170"|"24313"
"24370"|"24314"
"24410"|"24316"
"24590"|"24317"
"24510"|"24318"
"24310"|"24319"
"24270"|"24320"
"24120"|"24321"
"24000"|"24322"
"24600"|"24323"
"24210"|"24324"
"24370"|"24325"
"24620"|"24326"
"24510"|"24327"
"24360"|"24328"
"24700"|"24329"
"24580"|"24330"
"24240"|"24331"
"24410"|"24333"
"24150"|"24334"
"33220"|"24335"
"24370"|"24336"
"24550"|"24337"
"24150"|"24338"
"24160"|"24339"
"24130"|"24340"
"24200"|"24341"
"24410"|"24343"
"24340"|"24344"
"24140"|"24345"
"24530"|"24346"
"24440"|"24347"
"24500"|"24348"
"24240"|"24349"
"24430"|"24350"
"24240"|"24351"
"24600"|"24352"
"24340"|"24353"
"24490"|"24354"
"24250"|"24355"
"24580"|"24356"
"24240"|"24357"
"24500"|"24359"
"24170"|"24360"
"24520"|"24361"
"24510"|"24362"
"24170"|"24363"
"24290"|"24364"
"24380"|"24365"
"24200"|"24366"
"24190"|"24367"
"24410"|"24368"
"24330"|"24369"
"24230"|"24370"
"24110"|"24371"
"24110"|"24372"
"24500"|"24373"
"24560"|"24374"
"24250"|"24375"
"24410"|"24376"
"24260"|"24377"
"24540"|"24378"
"24440"|"24379"
"24700"|"24380"
"24360"|"24381"
"24150"|"24382"
"24500"|"24383"
"24540"|"24384"
"24560"|"24385"
"24550"|"24386"
"24260"|"24388"
"24260"|"24389"
"24330"|"24390"
"24310"|"24391"
"24590"|"24392"
"24440"|"24393"
"24340"|"24394"
"24250"|"24395"
"24220"|"24396"
"24270"|"24397"
"24360"|"24398"
"24400"|"24399"
"24640"|"24401"
"24500"|"24402"
"24340"|"24403"
"24260"|"24404"
"24510"|"24405"
"24170"|"24406"
"24510"|"24407"
"24460"|"24408"
"24400"|"24409"
"24300"|"24410"
"24300"|"24411"
"24590"|"24412"
"24130"|"24413"
"24140"|"24414"
"24700"|"24415"
"24170"|"24416"
"24160"|"24417"
"24190"|"24418"
"24520"|"24419"
"24400"|"24420"
"24330"|"24421"
"24140"|"24422"
"24500"|"24423"
"24190"|"24424"
"24800"|"24425"
"24140"|"24426"
"24140"|"24427"
"24800"|"24428"
"24160"|"24429"
"24310"|"24430"
"24140"|"24431"
"24370"|"24432"
"24500"|"24433"
"24320"|"24434"
"24510"|"24435"
"24400"|"24436"
"24100"|"24437"
"24170"|"24438"
"24330"|"24439"
"24560"|"24441"
"24110"|"24442"
"24290"|"24443"
"24400"|"24444"
"24510"|"24445"
"24540"|"24446"
"24330"|"24447"
"24160"|"24448"
"24700"|"24449"
"24250"|"24450"
"24300"|"24451"
"24320"|"24452"
"24800"|"24453"
"24610"|"24454"
"24600"|"24455"
"24140"|"24456"
"24400"|"24457"
"24300"|"24458"
"24380"|"24459"
"24600"|"24460"
"24610"|"24461"
"24400"|"24462"
"24160"|"24463"
"24270"|"24464"
"24400"|"24465"
"24230"|"24466"
"24380"|"24468"
"24370"|"24470"
"24200"|"24471"
"24520"|"24472"
"24210"|"24473"
"24530"|"24474"
"24640"|"24475"
"24160"|"24476"
"24600"|"24477"
"24170"|"24478"
"24470"|"24479"
"24380"|"24480"
"24800"|"24481"
"24320"|"24482"
"24560"|"24483"
"24330"|"24484"
"24800"|"24485"
"24450"|"24486"
"24130"|"24487"
"24170"|"24488"
"24450"|"24489"
"24410"|"24490"
"24210"|"24491"
"24560"|"24492"
"24160"|"24493"
"24700"|"24494"
"24540"|"24495"
"24800"|"24496"
"24440"|"24497"
"24470"|"24498"
"24520"|"24499"
"24700"|"24500"
"24230"|"24501"
"24190"|"24502"
"24340"|"24503"
"24600"|"24504"
"24800"|"24505"
"24160"|"24507"
"24350"|"24508"
"24190"|"24509"
"24220"|"24510"
"24410"|"24511"
"24200"|"24512"
"24420"|"24513"
"24230"|"24514"
"24160"|"24515"
"24590"|"24516"
"24170"|"24517"
"24380"|"24518"
"24270"|"24519"
"24200"|"24520"
"24420"|"24521"
"24800"|"24522"
"24240"|"24523"
"24260"|"24524"
"24300"|"24525"
"24270"|"24526"
"24420"|"24527"
"24300"|"24528"
"24600"|"24529"
"24310"|"24530"
"24290"|"24531"
"24500"|"24532"
"24410"|"24533"
"24240"|"24534"
"24370"|"24535"
"24500"|"24536"
"24600"|"24537"
"24170"|"24538"
"24420"|"24540"
"24360"|"24541"
"24540"|"24542"
"24400"|"24543"
"24620"|"24544"
"24390"|"24545"
"24390"|"24546"
"24120"|"24547"
"24300"|"24548"
"24240"|"24549"
"24210"|"24550"
"24800"|"24551"
"24290"|"24552"
"24350"|"24553"
"24320"|"24554"
"24390"|"24555"
"24750"|"24557"
"24510"|"24558"
"24620"|"24559"
"24480"|"24560"
"24310"|"24561"
"24190"|"24562"
"24290"|"24563"
"24600"|"24564"
"24360"|"24565"
"24150"|"24566"
"24800"|"24567"
"24230"|"24568"
"24320"|"24569"
"24520"|"24570"
"24380"|"24571"
"24540"|"24572"
"24320"|"24573"
"24370"|"24574"
"24250"|"24575"
"24380"|"24576"
"24220"|"24577"
"24340"|"24579"
"24120"|"24580"
"24140"|"24581"
"24530"|"24582"
"24610"|"24584"
"24550"|"24585"
"24600"|"24586"
"24200"|"24587"
"25320"|"25001"
"25440"|"25002"
"25340"|"25003"
"25310"|"25004"
"25250"|"25005"
"25360"|"25006"
"25530"|"25007"
"25750"|"25008"
"25360"|"25009"
"25490"|"25011"
"25300"|"25012"
"25550"|"25013"
"25220"|"25014"
"25330"|"25015"
"25330"|"25016"
"25330"|"25017"
"25340"|"25018"
"25250"|"25019"
"25400"|"25020"
"25610"|"25021"
"25750"|"25022"
"25300"|"25024"
"25520"|"25025"
"25270"|"25026"
"25720"|"25027"
"25580"|"25028"
"25520"|"25029"
"25170"|"25030"
"25400"|"25031"
"25110"|"25032"
"25150"|"25033"
"25870"|"25034"
"25870"|"25035"
"25720"|"25036"
"25680"|"25038"
"25690"|"25039"
"25490"|"25040"
"25560"|"25041"
"25210"|"25042"
"25420"|"25043"
"25440"|"25044"
"25640"|"25045"
"25380"|"25046"
"25110"|"25047"
"25550"|"25048"
"25470"|"25049"
"25500"|"25050"
"25380"|"25051"
"25530"|"25052"
"25430"|"25053"
"25420"|"25054"
"25410"|"25055"
"25000"|"25056"
"25200"|"25057"
"25720"|"25058"
"25250"|"25059"
"25520"|"25060"
"25190"|"25061"
"25210"|"25062"
"25310"|"25063"
"25640"|"25065"
"25250"|"25066"
"25250"|"25067"
"25330"|"25070"
"25230"|"25071"
"25680"|"25072"
"25870"|"25073"
"25210"|"25074"
"25560"|"25075"
"25620"|"25076"
"25210"|"25077"
"25360"|"25078"
"25560"|"25079"
"25150"|"25082"
"25250"|"25083"
"25320"|"25084"
"25560"|"25085"
"25640"|"25086"
"25340"|"25087"
"25640"|"25088"
"25530"|"25089"
"25440"|"25090"
"25120"|"25091"
"25640"|"25092"
"25250"|"25093"
"25110"|"25094"
"25380"|"25095"
"25240"|"25096"
"25600"|"25097"
"25440"|"25098"
"25520"|"25099"
"25560"|"25100"
"25170"|"25101"
"25470"|"25102"
"25320"|"25103"
"25440"|"25104"
"25320"|"25105"
"25290"|"25106"
"25640"|"25107"
"25120"|"25108"
"25440"|"25109"
"25300"|"25110"
"25220"|"25111"
"25220"|"25112"
"25380"|"25113"
"25190"|"25114"
"25170"|"25115"
"25360"|"25116"
"25640"|"25117"
"25170"|"25119"
"25330"|"25120"
"25240"|"25121"
"25270"|"25122"
"25620"|"25123"
"25470"|"25124"
"25380"|"25125"
"25440"|"25126"
"25140"|"25127"
"25580"|"25128"
"25290"|"25129"
"25840"|"25130"
"25240"|"25131"
"25640"|"25132"
"25870"|"25133"
"25440"|"25134"
"25170"|"25136"
"25640"|"25137"
"25190"|"25138"
"25650"|"25139"
"25340"|"25140"
"25530"|"25141"
"25240"|"25142"
"25440"|"25143"
"25430"|"25145"
"25320"|"25147"
"25500"|"25148"
"25440"|"25149"
"25170"|"25150"
"25530"|"25151"
"25620"|"25152"
"25870"|"25153"
"25440"|"25154"
"25330"|"25155"
"25340"|"25156"
"25300"|"25157"
"25260"|"25159"
"25500"|"25160"
"25390"|"25161"
"25410"|"25162"
"25640"|"25163"
"25410"|"25164"
"25360"|"25166"
"25420"|"25170"
"25440"|"25171"
"25170"|"25172"
"25380"|"25173"
"25470"|"25174"
"25530"|"25175"
"25560"|"25176"
"25340"|"25177"
"25340"|"25178"
"25240"|"25179"
"25270"|"25180"
"25680"|"25181"
"25680"|"25182"
"25110"|"25183"
"25680"|"25184"
"25440"|"25185"
"25870"|"25186"
"25150"|"25187"
"25600"|"25188"
"25110"|"25189"
"25490"|"25190"
"25420"|"25191"
"25190"|"25192"
"25450"|"25193"
"25310"|"25194"
"25410"|"25195"
"25230"|"25196"
"25960"|"25197"
"25750"|"25198"
"25330"|"25199"
"25870"|"25200"
"25300"|"25201"
"25560"|"25202"
"25510"|"25203"
"25300"|"25204"
"25550"|"25207"
"25580"|"25208"
"25440"|"25209"
"25550"|"25210"
"25580"|"25211"
"25480"|"25212"
"25140"|"25213"
"25150"|"25214"
"25640"|"25215"
"25150"|"25216"
"25170"|"25217"
"25530"|"25218"
"25800"|"25219"
"25290"|"25220"
"25110"|"25221"
"25580"|"25222"
"25330"|"25223"
"25260"|"25224"
"25170"|"25225"
"25250"|"25226"
"25800"|"25227"
"25460"|"25228"
"25520"|"25229"
"25400"|"25230"
"25530"|"25231"
"25250"|"25232"
"25580"|"25233"
"25470"|"25234"
"25410"|"25235"
"25330"|"25236"
"25490"|"25237"
"25470"|"25238"
"25190"|"25239"
"25500"|"25240"
"25330"|"25241"
"25640"|"25242"
"25390"|"25243"
"25190"|"25244"
"25660"|"25245"
"25340"|"25246"
"25340"|"25247"
"25210"|"25248"
"25110"|"25249"
"25620"|"25250"
"25110"|"25251"
"25370"|"25252"
"25440"|"25253"
"25300"|"25254"
"25140"|"25255"
"25140"|"25256"
"25170"|"25257"
"25770"|"25258"
"25560"|"25259"
"25190"|"25261"
"25390"|"25262"
"25240"|"25263"
"25250"|"25264"
"25870"|"25265"
"25250"|"25266"
"25660"|"25267"
"25510"|"25268"
"25640"|"25269"
"25270"|"25270"
"25650"|"25271"
"25360"|"25273"
"25310"|"25274"
"25190"|"25275"
"25340"|"25276"
"25680"|"25277"
"25360"|"25278"
"25680"|"25279"
"25470"|"25280"
"25150"|"25281"
"25520"|"25282"
"25440"|"25283"
"25200"|"25284"
"25570"|"25285"
"25210"|"25286"
"25320"|"25287"
"25390"|"25288"
"25510"|"25289"
"25380"|"25290"
"25300"|"25293"
"25160"|"25295"
"25790"|"25296"
"25620"|"25297"
"25110"|"25298"
"25110"|"25299"
"25580"|"25300"
"25390"|"25301"
"25580"|"25302"
"25650"|"25303"
"25310"|"25304"
"25620"|"25305"
"25340"|"25306"
"25370"|"25307"
"25370"|"25308"
"25300"|"25309"
"25680"|"25310"
"25250"|"25311"
"25110"|"25312"
"25110"|"25313"
"25470"|"25314"
"25250"|"25315"
"25550"|"25316"
"25170"|"25317"
"25370"|"25318"
"25270"|"25319"
"25160"|"25320"
"25130"|"25321"
"25550"|"25322"
"25820"|"25323"
"25360"|"25324"
"25530"|"25325"
"25170"|"25326"
"25250"|"25327"
"25720"|"25328"
"25210"|"25329"
"25440"|"25330"
"25580"|"25331"
"25170"|"25332"
"25510"|"25333"
"25270"|"25334"
"25190"|"25335"
"25440"|"25336"
"25330"|"25338"
"25930"|"25339"
"25440"|"25340"
"25110"|"25341"
"25690"|"25342"
"25690"|"25343"
"25380"|"25344"
"25260"|"25345"
"25330"|"25346"
"25650"|"25347"
"25370"|"25348"
"25390"|"25349"
"25260"|"25350"
"25210"|"25351"
"25110"|"25354"
"25360"|"25355"
"25120"|"25356"
"25650"|"25357"
"25330"|"25359"
"25620"|"25360"
"25160"|"25361"
"25160"|"25362"
"25620"|"25364"
"25250"|"25365"
"25120"|"25366"
"25350"|"25367"
"25640"|"25368"
"25250"|"25369"
"25700"|"25370"
"25170"|"25371"
"25250"|"25372"
"25210"|"25373"
"25410"|"25374"
"25660"|"25375"
"25870"|"25376"
"25680"|"25377"
"25310"|"25378"
"25440"|"25379"
"25370"|"25380"
"25480"|"25381"
"25870"|"25382"
"25170"|"25383"
"25680"|"25384"
"25680"|"25385"
"25190"|"25386"
"25190"|"25387"
"25200"|"25388"
"25210"|"25389"
"25650"|"25390"
"25210"|"25391"
"25120"|"25392"
"25190"|"25393"
"25260"|"25394"
"25660"|"25395"
"25320"|"25397"
"25650"|"25398"
"25440"|"25399"
"25111"|"25400"
"25110"|"25401"
"25190"|"25402"
"25500"|"25403"
"25270"|"25404"
"25160"|"25405"
"25660"|"25406"
"25680"|"25408"
"25660"|"25410"
"25500"|"25411"
"25240"|"25413"
"25170"|"25414"
"25920"|"25415"
"25440"|"25416"
"25360"|"25417"
"25360"|"25418"
"25680"|"25419"
"25330"|"25420"
"25210"|"25421"
"25150"|"25422"
"25580"|"25424"
"25500"|"25425"
"25190"|"25426"
"25170"|"25427"
"25600"|"25428"
"25220"|"25429"
"25640"|"25430"
"25250"|"25431"
"25390"|"25432"
"25120"|"25433"
"25290"|"25434"
"25530"|"25435"
"25430"|"25436"
"25360"|"25437"
"25320"|"25438"
"25640"|"25439"
"25520"|"25440"
"25530"|"25441"
"25160"|"25442"
"25440"|"25443"
"25870"|"25444"
"25440"|"25445"
"25360"|"25446"
"25690"|"25447"
"25170"|"25448"
"25190"|"25449"
"25440"|"25450"
"25240"|"25451"
"25310"|"25452"
"25510"|"25453"
"25480"|"25454"
"25170"|"25455"
"25210"|"25456"
"25390"|"25457"
"25470"|"25458"
"25160"|"25459"
"25440"|"25460"
"25340"|"25461"
"25300"|"25462"
"25150"|"25463"
"25240"|"25464"
"25110"|"25465"
"25410"|"25466"
"25115"|"25467"
"25640"|"25468"
"25550"|"25469"
"25250"|"25470"
"25380"|"25471"
"25680"|"25472"
"25720"|"25473"
"25640"|"25474"
"25440"|"25475"
"25430"|"25476"
"25320"|"25477"
"25430"|"25478"
"25250"|"25479"
"25580"|"25480"
"25550"|"25481"
"25170"|"25482"
"25240"|"25483"
"25150"|"25485"
"25160"|"25486"
"25520"|"25487"
"25440"|"25488"
"25330"|"25489"
"25640"|"25490"
"25640"|"25491"
"25110"|"25492"
"25560"|"25493"
"25370"|"25494"
"25220"|"25495"
"25340"|"25496"
"25310"|"25497"
"25680"|"25498"
"25680"|"25499"
"25440"|"25500"
"25240"|"25501"
"25410"|"25502"
"25190"|"25503"
"25380"|"25504"
"25680"|"25505"
"25640"|"25506"
"25440"|"25507"
"25640"|"25508"
"25410"|"25509"
"25170"|"25510"
"25290"|"25511"
"25210"|"25512"
"25270"|"25513"
"25370"|"25514"
"25300"|"25515"
"25340"|"25516"
"25520"|"25517"
"25640"|"25518"
"25190"|"25519"
"25360"|"25520"
"25550"|"25521"
"25210"|"25522"
"25113"|"25523"
"25260"|"25524"
"25160"|"25525"
"25630"|"25526"
"25410"|"25527"
"25440"|"25528"
"25430"|"25529"
"25430"|"25530"
"25340"|"25531"
"25660"|"25532"
"25330"|"25533"
"25240"|"25534"
"25580"|"25535"
"25170"|"25536"
"25290"|"25537"
"25110"|"25538"
"25230"|"25539"
"25750"|"25540"
"25270"|"25541"
"25770"|"25542"
"25430"|"25544"
"25330"|"25545"
"25110"|"25546"
"25600"|"25547"
"25190"|"25548"
"25520"|"25549"
"25510"|"25550"
"25190"|"25551"
"25250"|"25552"
"25250"|"25553"
"25380"|"25554"
"25400"|"25555"
"25680"|"25556"
"25870"|"25557"
"25620"|"25558"
"25470"|"25559"
"25220"|"25560"
"25320"|"25561"
"25310"|"25562"
"25870"|"25563"
"25320"|"25564"
"25370"|"25565"
"25640"|"25566"
"25680"|"25567"
"25620"|"25569"
"25680"|"25570"
"25470"|"25571"
"25680"|"25572"
"25470"|"25573"
"25340"|"25574"
"25220"|"25575"
"25220"|"25576"
"25800"|"25578"
"25640"|"25579"
"25700"|"25580"
"25870"|"25582"
"25190"|"25583"
"25190"|"25584"
"25580"|"25585"
"25230"|"25586"
"25360"|"25587"
"25380"|"25588"
"25380"|"25589"
"25360"|"25590"
"25190"|"25591"
"25160"|"25592"
"25770"|"25593"
"25410"|"25594"
"25430"|"25595"
"25530"|"25596"
"25430"|"25597"
"25870"|"25598"
"25640"|"25599"
"25390"|"25600"
"25530"|"25601"
"25110"|"25602"
"25110"|"25604"
"25580"|"25605"
"25430"|"25607"
"25750"|"25608"
"25300"|"25609"
"25580"|"25610"
"25660"|"25611"
"25870"|"25612"
"25340"|"25613"
"25600"|"25614"
"25310"|"25615"
"25410"|"25616"
"25190"|"25617"
"25150"|"25618"
"25240"|"25619"
"25650"|"25620"
"25270"|"25621"
"25170"|"25622"
"25530"|"25623"
"25640"|"25624"
"25510"|"25625"
"25110"|"25626"
"25270"|"25627"
"25620"|"25628"
"25110"|"25629"
"25580"|"25630"
"25320"|"25631"
"25420"|"25632"
"25840"|"25633"
"25300"|"25634"
"25430"|"25635"
"26150"|"26001"
"26140"|"26002"
"26770"|"26003"
"26300"|"26004"
"26780"|"26005"
"26400"|"26006"
"26800"|"26007"
"26200"|"26008"
"26140"|"26009"
"26140"|"26010"
"26400"|"26011"
"26470"|"26012"
"26110"|"26013"
"26260"|"26014"
"26340"|"26015"
"26110"|"26016"
"26340"|"26017"
"26570"|"26018"
"26340"|"26019"
"26400"|"26020"
"26400"|"26021"
"26560"|"26022"
"26300"|"26023"
"26120"|"26024"
"26310"|"26025"
"26570"|"26026"
"26150"|"26027"
"26260"|"26028"
"26310"|"26030"
"26160"|"26031"
"26120"|"26032"
"26790"|"26033"
"26730"|"26034"
"26400"|"26035"
"26310"|"26036"
"26760"|"26037"
"26600"|"26038"
"26300"|"26039"
"26310"|"26040"
"26240"|"26041"
"26800"|"26042"
"26170"|"26043"
"26160"|"26045"
"26110"|"26046"
"26470"|"26047"
"26170"|"26048"
"26300"|"26049"
"26110"|"26050"
"26460"|"26051"
"26160"|"26052"
"26790"|"26054"
"26410"|"26055"
"26460"|"26056"
"26300"|"26057"
"26500"|"26058"
"26190"|"26059"
"26460"|"26060"
"26260"|"26061"
"26340"|"26062"
"26170"|"26063"
"26120"|"26064"
"26400"|"26065"
"26190"|"26066"
"26470"|"26067"
"26350"|"26068"
"26150"|"26069"
"26230"|"26070"
"26600"|"26071"
"26600"|"26072"
"26230"|"26073"
"26420"|"26074"
"26470"|"26075"
"26310"|"26076"
"26260"|"26077"
"26450"|"26078"
"26300"|"26079"
"26340"|"26080"
"26120"|"26081"
"26110"|"26082"
"26330"|"26083"
"26300"|"26084"
"26780"|"26085"
"26410"|"26086"
"26750"|"26087"
"26300"|"26088"
"26110"|"26089"
"26340"|"26090"
"26510"|"26091"
"26260"|"26092"
"26130"|"26093"
"26240"|"26094"
"26450"|"26095"
"26260"|"26096"
"26270"|"26097"
"26400"|"26098"
"26230"|"26099"
"26120"|"26100"
